competition_level,simulation_id,policy,efficiency_score,overall_match_rate,total_rounds,policy_matches,policy_unmatches,policy_total_agents,policy_match_rate,avg_quality,avg_rounds_matched,avg_rounds_all
Competition 15,72,Greedy,1.0,0.06666666666666667,19,25,125,150,0.16666666666666666,4.859262987422563,1.0,0.16666666666666666
Competition 15,72,Threshold_6,1.0,0.06666666666666667,19,13,137,150,0.08666666666666667,7.400921324119595,1.0,0.22666666666666666
Competition 15,72,Threshold_8,1.0,0.06666666666666667,19,2,148,150,0.013333333333333334,8.434430946069906,1.0,0.21333333333333335
Competition 15,72,Optimal_Stopping,1.0,0.06666666666666667,19,0,150,150,0.0,0.0,0.0,0.22666666666666666
Competition 15,73,Greedy,1.0,0.06666666666666667,10,25,125,150,0.16666666666666666,5.592819893034798,1.0,0.16666666666666666
Competition 15,73,Threshold_6,1.0,0.06666666666666667,10,12,138,150,0.08,7.566656874161924,1.0,0.2
Competition 15,73,Threshold_8,1.0,0.06666666666666667,10,3,147,150,0.02,9.00000085856711,1.0,0.18666666666666668
Competition 15,73,Optimal_Stopping,1.0,0.06666666666666667,10,0,150,150,0.0,0.0,0.0,0.17333333333333334
Competition 15,74,Greedy,1.0,0.06666666666666667,12,32,118,150,0.21333333333333335,4.502853526960471,1.0,0.21333333333333335
Competition 15,74,Threshold_6,1.0,0.06666666666666667,12,5,145,150,0.03333333333333333,7.51306103559222,1.2,0.21333333333333335
Competition 15,74,Threshold_8,1.0,0.06666666666666667,12,3,147,150,0.02,9.756187068767963,1.0,0.15333333333333332
Competition 15,74,Optimal_Stopping,1.0,0.06666666666666667,12,0,150,150,0.0,0.0,0.0,0.16666666666666666
Competition 15,75,Greedy,1.0,0.06666666666666667,13,27,123,150,0.18,4.579822159975021,1.0,0.18
Competition 15,75,Threshold_6,1.0,0.06666666666666667,13,8,142,150,0.05333333333333334,8.100859525454652,1.0,0.26
Competition 15,75,Threshold_8,1.0,0.06666666666666667,13,5,145,150,0.03333333333333333,9.082261227281089,1.2,0.19333333333333333
Competition 15,75,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.16
Competition 15,76,Greedy,1.0,0.06666666666666667,10,29,121,150,0.19333333333333333,4.096522666535694,1.0,0.19333333333333333
Competition 15,76,Threshold_6,1.0,0.06666666666666667,10,10,140,150,0.06666666666666667,8.107689376571583,1.0,0.18
Competition 15,76,Threshold_8,1.0,0.06666666666666667,10,1,149,150,0.006666666666666667,8.701282006921769,1.0,0.17333333333333334
Competition 15,76,Optimal_Stopping,1.0,0.06666666666666667,10,0,150,150,0.0,0.0,0.0,0.2
Competition 15,77,Greedy,1.0,0.06666666666666667,17,27,123,150,0.18,4.727627994964021,1.0,0.18
Competition 15,77,Threshold_6,1.0,0.06666666666666667,17,11,139,150,0.07333333333333333,7.658020741733893,1.0,0.23333333333333334
Competition 15,77,Threshold_8,1.0,0.06666666666666667,17,2,148,150,0.013333333333333334,9.25176677437178,1.0,0.18666666666666668
Competition 15,77,Optimal_Stopping,1.0,0.06666666666666667,17,0,150,150,0.0,0.0,0.0,0.18
Competition 15,78,Greedy,1.0,0.06666666666666667,22,24,126,150,0.16,4.127645236567191,1.0,0.16
Competition 15,78,Threshold_6,1.0,0.06666666666666667,22,11,139,150,0.07333333333333333,6.97360315969723,1.0,0.25333333333333335
Competition 15,78,Threshold_8,1.0,0.06666666666666667,22,5,145,150,0.03333333333333333,9.086455477670146,1.0,0.25333333333333335
Competition 15,78,Optimal_Stopping,1.0,0.06666666666666667,22,0,150,150,0.0,0.0,0.0,0.24
Competition 15,79,Greedy,1.0,0.06666666666666667,18,31,119,150,0.20666666666666667,4.137019502474668,1.0,0.20666666666666667
Competition 15,79,Threshold_6,1.0,0.06666666666666667,18,7,143,150,0.04666666666666667,7.461493012864204,1.0,0.26666666666666666
Competition 15,79,Threshold_8,1.0,0.06666666666666667,18,2,148,150,0.013333333333333334,9.456395907089053,1.0,0.31333333333333335
Competition 15,79,Optimal_Stopping,1.0,0.06666666666666667,18,0,150,150,0.0,0.0,0.0,0.2733333333333333
Competition 15,80,Greedy,1.0,0.06666666666666667,10,29,121,150,0.19333333333333333,4.280929426483416,1.0,0.19333333333333333
Competition 15,80,Threshold_6,1.0,0.06666666666666667,10,8,142,150,0.05333333333333334,7.22822212864466,1.25,0.21333333333333335
Competition 15,80,Threshold_8,1.0,0.06666666666666667,10,3,147,150,0.02,8.557978930084348,1.0,0.18
Competition 15,80,Optimal_Stopping,1.0,0.06666666666666667,10,0,150,150,0.0,0.0,0.0,0.18
Competition 15,81,Greedy,1.0,0.06666666666666667,11,31,119,150,0.20666666666666667,4.508876356722403,1.0,0.20666666666666667
Competition 15,81,Threshold_6,1.0,0.06666666666666667,11,7,143,150,0.04666666666666667,7.470220895583781,1.0,0.18666666666666668
Competition 15,81,Threshold_8,1.0,0.06666666666666667,11,2,148,150,0.013333333333333334,8.925371302460409,1.0,0.19333333333333333
Competition 15,81,Optimal_Stopping,1.0,0.06666666666666667,11,0,150,150,0.0,0.0,0.0,0.20666666666666667
Competition 15,82,Greedy,1.0,0.06666666666666667,10,26,124,150,0.17333333333333334,4.250133946070585,1.0,0.17333333333333334
Competition 15,82,Threshold_6,1.0,0.06666666666666667,10,10,140,150,0.06666666666666667,7.8349220204611,1.0,0.25333333333333335
Competition 15,82,Threshold_8,1.0,0.06666666666666667,10,4,146,150,0.02666666666666667,8.738532456039687,1.0,0.16
Competition 15,82,Optimal_Stopping,1.0,0.06666666666666667,10,0,150,150,0.0,0.0,0.0,0.20666666666666667
Competition 15,83,Greedy,1.0,0.06666666666666667,19,33,117,150,0.22,4.367993180655045,1.0,0.22
Competition 15,83,Threshold_6,1.0,0.06666666666666667,19,4,146,150,0.02666666666666667,7.997185022547715,1.25,0.29333333333333333
Competition 15,83,Threshold_8,1.0,0.06666666666666667,19,3,147,150,0.02,9.077930488457646,1.3333333333333333,0.26
Competition 15,83,Optimal_Stopping,1.0,0.06666666666666667,19,0,150,150,0.0,0.0,0.0,0.2733333333333333
Competition 15,84,Greedy,1.0,0.06666666666666667,9,33,117,150,0.22,4.974448235473175,1.0,0.22
Competition 15,84,Threshold_6,1.0,0.06666666666666667,9,5,145,150,0.03333333333333333,7.846692364952277,1.0,0.14666666666666667
Competition 15,84,Threshold_8,1.0,0.06666666666666667,9,2,148,150,0.013333333333333334,8.751193818029622,1.0,0.19333333333333333
Competition 15,84,Optimal_Stopping,1.0,0.06666666666666667,9,0,150,150,0.0,0.0,0.0,0.16666666666666666
Competition 15,85,Greedy,1.0,0.06666666666666667,20,26,124,150,0.17333333333333334,3.935874323023098,1.0,0.17333333333333334
Competition 15,85,Threshold_6,1.0,0.06666666666666667,20,10,140,150,0.06666666666666667,7.217697252402618,1.0,0.22
Competition 15,85,Threshold_8,1.0,0.06666666666666667,20,4,146,150,0.02666666666666667,9.340290924667055,1.0,0.22
Competition 15,85,Optimal_Stopping,1.0,0.06666666666666667,20,0,150,150,0.0,0.0,0.0,0.20666666666666667
Competition 15,86,Greedy,1.0,0.06666666666666667,18,29,121,150,0.19333333333333333,4.476478437854485,1.0,0.19333333333333333
Competition 15,86,Threshold_6,1.0,0.06666666666666667,18,9,141,150,0.06,7.840036123255477,1.0,0.23333333333333334
Competition 15,86,Threshold_8,1.0,0.06666666666666667,18,2,148,150,0.013333333333333334,9.540129918460483,1.0,0.26666666666666666
Competition 15,86,Optimal_Stopping,1.0,0.06666666666666667,18,0,150,150,0.0,0.0,0.0,0.22666666666666666
Competition 15,87,Greedy,1.0,0.06666666666666667,20,33,117,150,0.22,4.807036318929937,1.0,0.22
Competition 15,87,Threshold_6,1.0,0.06666666666666667,20,6,144,150,0.04,7.91973897960018,1.0,0.3
Competition 15,87,Threshold_8,1.0,0.06666666666666667,20,1,149,150,0.006666666666666667,8.360350776381207,1.0,0.26
Competition 15,87,Optimal_Stopping,1.0,0.06666666666666667,20,0,150,150,0.0,0.0,0.0,0.24
Competition 15,88,Greedy,1.0,0.06666666666666667,14,33,117,150,0.22,4.612103427996841,1.0,0.22
Competition 15,88,Threshold_6,1.0,0.06666666666666667,14,4,146,150,0.02666666666666667,9.136914143474211,1.0,0.25333333333333335
Competition 15,88,Threshold_8,1.0,0.06666666666666667,14,3,147,150,0.02,9.099798537748114,1.0,0.24
Competition 15,88,Optimal_Stopping,1.0,0.06666666666666667,14,0,150,150,0.0,0.0,0.0,0.24
Competition 15,89,Greedy,1.0,0.06666666666666667,13,31,119,150,0.20666666666666667,4.4366258631423285,1.0,0.20666666666666667
Competition 15,89,Threshold_6,1.0,0.06666666666666667,13,6,144,150,0.04,7.810049634426605,1.0,0.17333333333333334
Competition 15,89,Threshold_8,1.0,0.06666666666666667,13,3,147,150,0.02,9.188924880865855,1.0,0.22
Competition 15,89,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.20666666666666667
Competition 15,90,Greedy,1.0,0.06666666666666667,17,31,119,150,0.20666666666666667,4.893158947311912,1.0,0.20666666666666667
Competition 15,90,Threshold_6,1.0,0.06666666666666667,17,6,144,150,0.04,7.325003075200861,1.0,0.2
Competition 15,90,Threshold_8,1.0,0.06666666666666667,17,3,147,150,0.02,8.974895864602962,1.0,0.2733333333333333
Competition 15,90,Optimal_Stopping,1.0,0.06666666666666667,17,0,150,150,0.0,0.0,0.0,0.18666666666666668
Competition 15,91,Greedy,1.0,0.06666666666666667,13,33,117,150,0.22,4.79447956391707,1.0,0.22
Competition 15,91,Threshold_6,1.0,0.06666666666666667,13,6,144,150,0.04,7.809569372084764,1.0,0.2866666666666667
Competition 15,91,Threshold_8,1.0,0.06666666666666667,13,1,149,150,0.006666666666666667,9.434686675575517,1.0,0.21333333333333335
Competition 15,91,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.2
Competition 15,92,Greedy,1.0,0.06666666666666667,14,28,122,150,0.18666666666666668,4.917287439014646,1.0,0.18666666666666668
Competition 15,92,Threshold_6,1.0,0.06666666666666667,14,9,141,150,0.06,7.743748705889059,1.0,0.24666666666666667
Competition 15,92,Threshold_8,1.0,0.06666666666666667,14,3,147,150,0.02,8.891179194845256,1.0,0.26666666666666666
Competition 15,92,Optimal_Stopping,1.0,0.06666666666666667,14,0,150,150,0.0,0.0,0.0,0.30666666666666664
Competition 15,93,Greedy,1.0,0.06666666666666667,17,28,122,150,0.18666666666666668,4.789491409257266,1.0,0.18666666666666668
Competition 15,93,Threshold_6,1.0,0.06666666666666667,17,11,139,150,0.07333333333333333,7.738115256223711,1.0,0.18
Competition 15,93,Threshold_8,1.0,0.06666666666666667,17,1,149,150,0.006666666666666667,9.076571554930108,1.0,0.18666666666666668
Competition 15,93,Optimal_Stopping,1.0,0.06666666666666667,17,0,150,150,0.0,0.0,0.0,0.2733333333333333
Competition 15,94,Greedy,1.0,0.06666666666666667,13,26,124,150,0.17333333333333334,4.466343665050035,1.0,0.17333333333333334
Competition 15,94,Threshold_6,1.0,0.06666666666666667,13,11,139,150,0.07333333333333333,7.8429549524220015,1.0,0.2
Competition 15,94,Threshold_8,1.0,0.06666666666666667,13,3,147,150,0.02,8.502072528384861,1.0,0.13333333333333333
Competition 15,94,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.18666666666666668
Competition 15,95,Greedy,1.0,0.06666666666666667,13,26,124,150,0.17333333333333334,4.699401714265371,1.0,0.17333333333333334
Competition 15,95,Threshold_6,1.0,0.06666666666666667,13,11,139,150,0.07333333333333333,8.03103068131693,1.0,0.29333333333333333
Competition 15,95,Threshold_8,1.0,0.06666666666666667,13,3,147,150,0.02,8.959270069776128,1.0,0.2
Competition 15,95,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.2
Competition 15,96,Greedy,1.0,0.06666666666666667,8,25,125,150,0.16666666666666666,4.098972496405524,1.0,0.16666666666666666
Competition 15,96,Threshold_6,1.0,0.06666666666666667,8,10,140,150,0.06666666666666667,7.997151385099114,1.0,0.21333333333333335
Competition 15,96,Threshold_8,1.0,0.06666666666666667,8,5,145,150,0.03333333333333333,9.196588024637318,1.0,0.16666666666666666
Competition 15,96,Optimal_Stopping,1.0,0.06666666666666667,8,0,150,150,0.0,0.0,0.0,0.24666666666666667
Competition 15,97,Greedy,1.0,0.06666666666666667,13,33,117,150,0.22,4.826322712802637,1.0,0.22
Competition 15,97,Threshold_6,1.0,0.06666666666666667,13,5,145,150,0.03333333333333333,8.026924379214233,1.0,0.13333333333333333
Competition 15,97,Threshold_8,1.0,0.06666666666666667,13,2,148,150,0.013333333333333334,8.796494235068149,1.0,0.24
Competition 15,97,Optimal_Stopping,1.0,0.06666666666666667,13,0,150,150,0.0,0.0,0.0,0.18666666666666668
Competition 15,98,Greedy,1.0,0.06666666666666667,16,37,113,150,0.24666666666666667,5.039746785693784,1.0,0.24666666666666667
Competition 15,98,Threshold_6,1.0,0.06666666666666667,16,3,147,150,0.02,7.820767423121292,1.0,0.16666666666666666
Competition 15,98,Threshold_8,1.0,0.06666666666666667,16,0,150,150,0.0,0.0,0.0,0.15333333333333332
Competition 15,98,Optimal_Stopping,1.0,0.06666666666666667,16,0,150,150,0.0,0.0,0.0,0.17333333333333334
Competition 15,99,Greedy,1.0,0.06666666666666667,20,27,123,150,0.18,3.677111041069758,1.0,0.18
Competition 15,99,Threshold_6,1.0,0.06666666666666667,20,11,139,150,0.07333333333333333,7.8229120740097216,1.0909090909090908,0.28
Competition 15,99,Threshold_8,1.0,0.06666666666666667,20,2,148,150,0.013333333333333334,8.951152713035992,1.0,0.22
Competition 15,99,Optimal_Stopping,1.0,0.06666666666666667,20,0,150,150,0.0,0.0,0.0,0.3333333333333333
Competition 20,0,Greedy,1.0,0.05,22,31,169,200,0.155,4.586804343697981,1.0,0.155
Competition 20,0,Threshold_6,1.0,0.05,22,9,191,200,0.045,7.508692838626802,1.0,0.205
Competition 20,0,Threshold_8,1.0,0.05,22,0,200,200,0.0,0.0,0.0,0.185
Competition 20,0,Optimal_Stopping,1.0,0.05,22,0,200,200,0.0,0.0,0.0,0.185
Competition 20,1,Greedy,1.0,0.05,13,27,173,200,0.135,4.396607209898433,1.0,0.135
Competition 20,1,Threshold_6,1.0,0.05,13,8,192,200,0.04,7.748637697111175,1.0,0.145
Competition 20,1,Threshold_8,1.0,0.05,13,5,195,200,0.025,9.140181648048507,1.0,0.15
Competition 20,1,Optimal_Stopping,1.0,0.05,13,0,200,200,0.0,0.0,0.0,0.12
Competition 20,2,Greedy,1.0,0.05,23,28,172,200,0.14,4.371138802066315,1.0,0.14
Competition 20,2,Threshold_6,1.0,0.05,23,7,193,200,0.035,8.5019127428882,1.1428571428571428,0.235
Competition 20,2,Threshold_8,1.0,0.05,23,5,195,200,0.025,8.954463508994817,1.0,0.195
Competition 20,2,Optimal_Stopping,1.0,0.05,23,0,200,200,0.0,0.0,0.0,0.165
Competition 20,3,Greedy,1.0,0.05,11,30,170,200,0.15,5.1448225905553375,1.0,0.15
Competition 20,3,Threshold_6,1.0,0.05,11,10,190,200,0.05,7.7879683540914,1.0,0.175
Competition 20,3,Threshold_8,1.0,0.05,11,0,200,200,0.0,0.0,0.0,0.165
Competition 20,3,Optimal_Stopping,1.0,0.05,11,0,200,200,0.0,0.0,0.0,0.175
Competition 20,4,Greedy,1.0,0.05,11,30,170,200,0.15,4.181455001478656,1.0,0.15
Competition 20,4,Threshold_6,1.0,0.05,11,6,194,200,0.03,8.213300266911999,1.0,0.135
Competition 20,4,Threshold_8,1.0,0.05,11,4,196,200,0.02,9.084475921821324,1.0,0.115
Competition 20,4,Optimal_Stopping,1.0,0.05,11,0,200,200,0.0,0.0,0.0,0.065
Competition 20,5,Greedy,1.0,0.05,8,28,172,200,0.14,5.385236192704881,1.0,0.14
Competition 20,5,Threshold_6,1.0,0.05,8,8,192,200,0.04,8.691902965858551,1.0,0.1
Competition 20,5,Threshold_8,1.0,0.05,8,4,196,200,0.02,8.620679287692214,1.0,0.08
Competition 20,5,Optimal_Stopping,1.0,0.05,8,0,200,200,0.0,0.0,0.0,0.105
Competition 20,6,Greedy,1.0,0.05,10,28,172,200,0.14,5.280450784341502,1.0,0.14
Competition 20,6,Threshold_6,1.0,0.05,10,10,190,200,0.05,7.301815902605837,1.0,0.12
Competition 20,6,Threshold_8,1.0,0.05,10,2,198,200,0.01,9.122803156409073,1.5,0.165
Competition 20,6,Optimal_Stopping,1.0,0.05,10,0,200,200,0.0,0.0,0.0,0.17
Competition 20,7,Greedy,1.0,0.05,18,33,167,200,0.165,4.587431945468722,1.0,0.165
Competition 20,7,Threshold_6,1.0,0.05,18,4,196,200,0.02,7.774531212748655,1.0,0.12
Competition 20,7,Threshold_8,1.0,0.05,18,3,197,200,0.015,9.402747583943828,1.0,0.16
Competition 20,7,Optimal_Stopping,1.0,0.05,18,0,200,200,0.0,0.0,0.0,0.17
Competition 20,8,Greedy,1.0,0.05,15,30,170,200,0.15,4.686648609869051,1.0,0.15
Competition 20,8,Threshold_6,1.0,0.05,15,9,191,200,0.045,8.973256419174922,1.0,0.11
Competition 20,8,Threshold_8,1.0,0.05,15,1,199,200,0.005,8.111027229687323,1.0,0.075
Competition 20,8,Optimal_Stopping,1.0,0.05,15,0,200,200,0.0,0.0,0.0,0.135
Competition 20,9,Greedy,1.0,0.05,7,33,167,200,0.165,5.453109318671937,1.0,0.165
Competition 20,9,Threshold_6,1.0,0.05,7,4,196,200,0.02,7.054192704327591,1.0,0.11
Competition 20,9,Threshold_8,1.0,0.05,7,3,197,200,0.015,9.399997185304995,1.0,0.115
Competition 20,9,Optimal_Stopping,1.0,0.05,7,0,200,200,0.0,0.0,0.0,0.085
Competition 20,10,Greedy,1.0,0.05,12,25,175,200,0.125,4.450281986713988,1.0,0.125
Competition 20,10,Threshold_6,1.0,0.05,12,12,188,200,0.06,7.29111996130383,1.0,0.14
Competition 20,10,Threshold_8,1.0,0.05,12,3,197,200,0.015,8.562474651646772,1.0,0.13
Competition 20,10,Optimal_Stopping,1.0,0.05,12,0,200,200,0.0,0.0,0.0,0.135
Competition 20,11,Greedy,1.0,0.05,12,35,165,200,0.175,5.168727405319028,1.0,0.175
Competition 20,11,Threshold_6,1.0,0.05,12,5,195,200,0.025,8.103548794998618,1.0,0.185
Competition 20,11,Threshold_8,1.0,0.05,12,0,200,200,0.0,0.0,0.0,0.165
Competition 20,11,Optimal_Stopping,1.0,0.05,12,0,200,200,0.0,0.0,0.0,0.14
Competition 20,12,Greedy,1.0,0.05,12,28,172,200,0.14,4.779644047562129,1.0,0.14
Competition 20,12,Threshold_6,1.0,0.05,12,8,192,200,0.04,7.575599432274544,1.125,0.145
Competition 20,12,Threshold_8,1.0,0.05,12,4,196,200,0.02,8.975855846439234,1.0,0.145
Competition 20,12,Optimal_Stopping,1.0,0.05,12,0,200,200,0.0,0.0,0.0,0.155
Competition 20,13,Greedy,1.0,0.05,15,30,170,200,0.15,4.365354787848296,1.0,0.15
Competition 20,13,Threshold_6,1.0,0.05,15,6,194,200,0.03,7.234011663697337,1.0,0.2
Competition 20,13,Threshold_8,1.0,0.05,15,4,196,200,0.02,8.84985069103441,1.0,0.2
Competition 20,13,Optimal_Stopping,1.0,0.05,15,0,200,200,0.0,0.0,0.0,0.165
Competition 20,14,Greedy,1.0,0.05,15,30,170,200,0.15,4.559966919344794,1.0,0.15
Competition 20,14,Threshold_6,1.0,0.05,15,7,193,200,0.035,7.903014453352265,1.0,0.185
Competition 20,14,Threshold_8,1.0,0.05,15,3,197,200,0.015,8.931833808260647,1.0,0.155
Competition 20,14,Optimal_Stopping,1.0,0.05,15,0,200,200,0.0,0.0,0.0,0.14
Competition 20,15,Greedy,1.0,0.05,13,29,171,200,0.145,5.232147090009179,1.0,0.145
Competition 20,15,Threshold_6,1.0,0.05,13,9,191,200,0.045,8.517694174011625,1.0,0.165
Competition 20,15,Threshold_8,1.0,0.05,13,2,198,200,0.01,9.40987798553185,1.0,0.12
Competition 20,15,Optimal_Stopping,1.0,0.05,13,0,200,200,0.0,0.0,0.0,0.2
Competition 20,16,Greedy,1.0,0.05,17,29,171,200,0.145,4.288408379449686,1.0,0.145
Competition 20,16,Threshold_6,1.0,0.05,17,8,192,200,0.04,7.668531063000772,1.0,0.185
Competition 20,16,Threshold_8,1.0,0.05,17,3,197,200,0.015,9.152780683599483,1.0,0.21
Competition 20,16,Optimal_Stopping,1.0,0.05,17,0,200,200,0.0,0.0,0.0,0.19
Competition 20,17,Greedy,1.0,0.05,18,30,170,200,0.15,4.402947735111682,1.0,0.15
Competition 20,17,Threshold_6,1.0,0.05,18,7,193,200,0.035,7.517475512787949,1.0,0.155
Competition 20,17,Threshold_8,1.0,0.05,18,3,197,200,0.015,9.302136086580475,1.0,0.16
Competition 20,17,Optimal_Stopping,1.0,0.05,18,0,200,200,0.0,0.0,0.0,0.155
Competition 20,18,Greedy,1.0,0.05,13,28,172,200,0.14,4.459161556163979,1.0,0.14
Competition 20,18,Threshold_6,1.0,0.05,13,8,192,200,0.04,8.223688416619503,1.0,0.16
Competition 20,18,Threshold_8,1.0,0.05,13,4,196,200,0.02,8.943218940026611,1.0,0.165
Competition 20,18,Optimal_Stopping,1.0,0.05,13,0,200,200,0.0,0.0,0.0,0.105
Competition 20,19,Greedy,1.0,0.05,8,30,170,200,0.15,4.150550718460983,1.0,0.15
Competition 20,19,Threshold_6,1.0,0.05,8,9,191,200,0.045,7.801235797150279,1.1111111111111112,0.125
Competition 20,19,Threshold_8,1.0,0.05,8,1,199,200,0.005,9.41964660215563,1.0,0.1
Competition 20,19,Optimal_Stopping,1.0,0.05,8,0,200,200,0.0,0.0,0.0,0.165
Competition 20,20,Greedy,1.0,0.05,10,30,170,200,0.15,4.178334605110473,1.0,0.15
Competition 20,20,Threshold_6,1.0,0.05,10,8,192,200,0.04,7.999395737841894,1.0,0.15
Competition 20,20,Threshold_8,1.0,0.05,10,2,198,200,0.01,8.111938744311612,1.0,0.17
Competition 20,20,Optimal_Stopping,1.0,0.05,10,0,200,200,0.0,0.0,0.0,0.155
Competition 20,21,Greedy,1.0,0.05,15,29,171,200,0.145,5.002132047106882,1.0,0.145
Competition 20,21,Threshold_6,1.0,0.05,15,9,191,200,0.045,8.472676430699028,1.0,0.195
Competition 20,21,Threshold_8,1.0,0.05,15,2,198,200,0.01,9.243779542432518,1.0,0.155
Competition 20,21,Optimal_Stopping,1.0,0.05,15,0,200,200,0.0,0.0,0.0,0.185
Competition 20,22,Greedy,1.0,0.05,11,31,169,200,0.155,4.420166367749154,1.0,0.155
Competition 20,22,Threshold_6,1.0,0.05,11,7,193,200,0.035,7.6774363700333605,1.0,0.17
Competition 20,22,Threshold_8,1.0,0.05,11,2,198,200,0.01,9.20692215757666,1.0,0.165
Competition 20,22,Optimal_Stopping,1.0,0.05,11,0,200,200,0.0,0.0,0.0,0.155
Competition 20,23,Greedy,1.0,0.05,19,27,173,200,0.135,4.632663688229807,1.0,0.135
Competition 20,23,Threshold_6,1.0,0.05,19,9,191,200,0.045,7.817551351593571,1.0,0.18
Competition 20,23,Threshold_8,1.0,0.05,19,4,196,200,0.02,9.037636757725718,1.0,0.18
Competition 20,23,Optimal_Stopping,1.0,0.05,19,0,200,200,0.0,0.0,0.0,0.17
Competition 20,24,Greedy,1.0,0.05,14,26,174,200,0.13,4.529960928664666,1.0,0.13
Competition 20,24,Threshold_6,1.0,0.05,14,8,192,200,0.04,7.360787767279048,1.0,0.15
Competition 20,24,Threshold_8,1.0,0.05,14,6,194,200,0.03,9.292050336211473,1.0,0.215
Competition 20,24,Optimal_Stopping,1.0,0.05,14,0,200,200,0.0,0.0,0.0,0.19
Competition 20,25,Greedy,1.0,0.05,21,29,171,200,0.145,4.8418331541783015,1.0,0.145
Competition 20,25,Threshold_6,1.0,0.05,21,8,192,200,0.04,8.24185387809484,1.125,0.18
Competition 20,25,Threshold_8,1.0,0.05,21,3,197,200,0.015,9.117305894121955,1.0,0.18
Competition 20,25,Optimal_Stopping,1.0,0.05,21,0,200,200,0.0,0.0,0.0,0.195
Competition 20,26,Greedy,1.0,0.05,16,26,174,200,0.13,4.117766755790975,1.0,0.13
Competition 20,26,Threshold_6,1.0,0.05,16,7,193,200,0.035,7.849515507709275,1.1428571428571428,0.17
Competition 20,26,Threshold_8,1.0,0.05,16,7,193,200,0.035,8.57632167371084,1.0,0.235
Competition 20,26,Optimal_Stopping,1.0,0.05,16,0,200,200,0.0,0.0,0.0,0.19
Competition 20,27,Greedy,1.0,0.05,9,31,169,200,0.155,4.294050895971861,1.0,0.155
Competition 20,27,Threshold_6,1.0,0.05,9,7,193,200,0.035,7.7126026716335065,1.0,0.12
Competition 20,27,Threshold_8,1.0,0.05,9,2,198,200,0.01,9.73033775051734,1.0,0.105
Competition 20,27,Optimal_Stopping,1.0,0.05,9,0,200,200,0.0,0.0,0.0,0.115
Competition 20,28,Greedy,1.0,0.05,21,27,173,200,0.135,5.083788030782133,1.0,0.135
Competition 20,28,Threshold_6,1.0,0.05,21,9,191,200,0.045,8.130740521367814,1.0,0.185
Competition 20,28,Threshold_8,1.0,0.05,21,4,196,200,0.02,9.265203961211796,1.25,0.175
Competition 20,28,Optimal_Stopping,1.0,0.05,21,0,200,200,0.0,0.0,0.0,0.18
Competition 20,29,Greedy,1.0,0.05,26,31,169,200,0.155,4.621837754966878,1.0,0.155
Competition 20,29,Threshold_6,1.0,0.05,26,7,193,200,0.035,8.248391324668782,1.0,0.19
Competition 20,29,Threshold_8,1.0,0.05,26,2,198,200,0.01,9.494998427082763,1.0,0.165
Competition 20,29,Optimal_Stopping,1.0,0.05,26,0,200,200,0.0,0.0,0.0,0.175
Competition 20,30,Greedy,1.0,0.05,18,32,168,200,0.16,4.955904572009906,1.0,0.16
Competition 20,30,Threshold_6,1.0,0.05,18,7,193,200,0.035,7.484162948596214,1.0,0.155
Competition 20,30,Threshold_8,1.0,0.05,18,1,199,200,0.005,8.250528904484597,1.0,0.175
Competition 20,30,Optimal_Stopping,1.0,0.05,18,0,200,200,0.0,0.0,0.0,0.145
Competition 20,31,Greedy,1.0,0.05,16,30,170,200,0.15,3.962544980947373,1.0,0.15
Competition 20,31,Threshold_6,1.0,0.05,16,5,195,200,0.025,7.817872867742098,1.0,0.095
Competition 20,31,Threshold_8,1.0,0.05,16,5,195,200,0.025,9.571820836493194,1.0,0.16
Competition 20,31,Optimal_Stopping,1.0,0.05,16,0,200,200,0.0,0.0,0.0,0.15
Competition 20,32,Greedy,1.0,0.05,16,28,172,200,0.14,4.824518445850062,1.0,0.14
Competition 20,32,Threshold_6,1.0,0.05,16,8,192,200,0.04,8.113449624905252,1.0,0.13
Competition 20,32,Threshold_8,1.0,0.05,16,4,196,200,0.02,9.299003799642836,1.0,0.145
Competition 20,32,Optimal_Stopping,1.0,0.05,16,0,200,200,0.0,0.0,0.0,0.185
Competition 20,33,Greedy,1.0,0.05,13,31,169,200,0.155,4.840219585574807,1.0,0.155
Competition 20,33,Threshold_6,1.0,0.05,13,5,195,200,0.025,7.811926334624862,1.0,0.12
Competition 20,33,Threshold_8,1.0,0.05,13,4,196,200,0.02,8.580964756879519,1.0,0.17
Competition 20,33,Optimal_Stopping,1.0,0.05,13,0,200,200,0.0,0.0,0.0,0.16
Competition 20,34,Greedy,1.0,0.05,10,25,175,200,0.125,4.704966326512826,1.0,0.125
Competition 20,34,Threshold_6,1.0,0.05,10,10,190,200,0.05,7.518529872815729,1.0,0.145
Competition 20,34,Threshold_8,1.0,0.05,10,5,195,200,0.025,8.575028809642719,1.0,0.15
Competition 20,34,Optimal_Stopping,1.0,0.05,10,0,200,200,0.0,0.0,0.0,0.12
